"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20170902_20170928_C01_V01_SRB7",NA,NA,NA,76.6666666666667,188,80.5
"LE07_CU_007013_20170902_20170928_C01_V01_SRCLOUDQA",0,0,0,40,40,40
"LE07_CU_007013_20170909_20171018_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20170909_20171018_C01_V01_PIXELQA",NA,224,224,68,96,68
"LE07_CU_007013_20170909_20171018_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20170909_20171018_C01_V01_SRATMOSOPACITYQA",NA,181,181,186,186,186
"LE07_CU_007013_20170909_20171018_C01_V01_SRB1",NA,3190,3470,541.666666666667,619,554.5
"LE07_CU_007013_20170909_20171018_C01_V01_SRB2",NA,3395.66666666667,3668,643.666666666667,687,635.5
"LE07_CU_007013_20170909_20171018_C01_V01_SRB3",NA,3578.33333333333,3846.5,487.666666666667,597,513
"LE07_CU_007013_20170909_20171018_C01_V01_SRB4",NA,3954.33333333333,4199,459,552.333333333333,458
"LE07_CU_007013_20170909_20171018_C01_V01_SRB5",NA,3870,3867,280.333333333333,304.666666666667,192
"LE07_CU_007013_20170909_20171018_C01_V01_SRB7",NA,3432.33333333333,3559,181.333333333333,223.666666666667,127
"LE07_CU_007013_20170909_20171018_C01_V01_SRCLOUDQA",0,2,2,32,32,32
"LE07_CU_007013_20170925_20171022_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20170925_20171022_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20170925_20171022_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20170925_20171022_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20170925_20171022_C01_V01_SRB1",NA,218.666666666667,228.5,179.666666666667,217,194
"LE07_CU_007013_20170925_20171022_C01_V01_SRB2",NA,214.666666666667,249,241.666666666667,279,283.5
"LE07_CU_007013_20170925_20171022_C01_V01_SRB3",NA,131,159.5,183.333333333333,206.666666666667,188.5
"LE07_CU_007013_20170925_20171022_C01_V01_SRB4",NA,113,93.5,139,189,151
"LE07_CU_007013_20170925_20171022_C01_V01_SRB5",NA,52.6666666666667,68,93,132.666666666667,57
"LE07_CU_007013_20170925_20171022_C01_V01_SRB7",NA,39.6666666666667,0,39.3333333333333,95.3333333333333,47
"LE07_CU_007013_20170925_20171022_C01_V01_SRCLOUDQA",0,32,32,38.6666666666667,32,32
"LE07_CU_007013_20171004_20171031_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20171004_20171031_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20171004_20171031_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,8,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB1",NA,NA,NA,273.666666666667,302,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB2",NA,NA,NA,283,306.333333333333,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB3",NA,NA,NA,198.666666666667,239.666666666667,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB4",NA,NA,NA,168,237,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB5",NA,NA,NA,73.3333333333333,124.666666666667,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRB7",NA,NA,NA,69,123,NA
"LE07_CU_007013_20171004_20171031_C01_V01_SRCLOUDQA",0,0,0,37.3333333333333,40,0
"LE07_CU_007013_20171011_20171110_C01_V01_LINEAGEQA",1,1,1,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_PIXELQA",68,68,68,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_RADSATQA",0,0,0,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB1",222,242.333333333333,255,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB2",246.5,247.333333333333,250,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB3",193.5,170,159,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB4",127,140,105,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB5",61.5,84,49,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRB7",52,78,52,NA,NA,NA
"LE07_CU_007013_20171011_20171110_C01_V01_SRCLOUDQA",36,36,32,0,0,0
"LE07_CU_007013_20171020_20171116_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20171020_20171116_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20171020_20171116_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20171020_20171116_C01_V01_SRATMOSOPACITYQA",8,NA,NA,NA,9,9
"LE07_CU_007013_20171020_20171116_C01_V01_SRB1",227.5,NA,NA,NA,264,297.5
"LE07_CU_007013_20171020_20171116_C01_V01_SRB2",271,NA,NA,NA,319.666666666667,320
"LE07_CU_007013_20171020_20171116_C01_V01_SRB3",173,NA,NA,NA,252,220.5
"LE07_CU_007013_20171020_20171116_C01_V01_SRB4",140,NA,NA,NA,226.333333333333,182
"LE07_CU_007013_20171020_20171116_C01_V01_SRB5",25.5,NA,NA,NA,97.6666666666667,93
"LE07_CU_007013_20171020_20171116_C01_V01_SRB7",41,NA,NA,NA,121.333333333333,69.5
"LE07_CU_007013_20171020_20171116_C01_V01_SRCLOUDQA",36,0,0,0,40,32
"LE07_CU_007013_20171027_20171124_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRATMOSOPACITYQA",8,9,9,9,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB1",189.5,273.333333333333,292.5,233.666666666667,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB2",251.5,268.333333333333,296.5,248.333333333333,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB3",166,189,175,213,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB4",96,109.666666666667,141,141.333333333333,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB5",110.5,53,53.5,90.6666666666667,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRB7",28,27.6666666666667,28,66.3333333333333,NA,NA
"LE07_CU_007013_20171027_20171124_C01_V01_SRCLOUDQA",32,32,32,34.6666666666667,0,0
"LE07_CU_007013_20171105_20171202_C01_V01_LINEAGEQA",2,NA,NA,2,NA,2
"LE07_CU_007013_20171105_20171202_C01_V01_PIXELQA",68,NA,NA,68,NA,68
"LE07_CU_007013_20171105_20171202_C01_V01_RADSATQA",0,NA,NA,0,NA,0
"LE07_CU_007013_20171105_20171202_C01_V01_SRATMOSOPACITYQA",9,NA,NA,8,NA,8
"LE07_CU_007013_20171105_20171202_C01_V01_SRB1",243,NA,NA,245,NA,224
"LE07_CU_007013_20171105_20171202_C01_V01_SRB2",242,NA,NA,261,NA,232.5
"LE07_CU_007013_20171105_20171202_C01_V01_SRB3",176,NA,NA,162,NA,193
"LE07_CU_007013_20171105_20171202_C01_V01_SRB4",104.5,NA,NA,119,NA,151
"LE07_CU_007013_20171105_20171202_C01_V01_SRB5",NA,NA,NA,27,NA,57.5
"LE07_CU_007013_20171105_20171202_C01_V01_SRB7",46,NA,NA,0,NA,77.5
"LE07_CU_007013_20171105_20171202_C01_V01_SRCLOUDQA",32,0,0,10.6666666666667,0,32
"LE07_CU_007013_20171112_20171211_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_PIXELQA",224,68,68,224,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRATMOSOPACITYQA",56,9,9,12,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB1",1072,419.666666666667,453.5,1283,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB2",1197,448.666666666667,440,1438.33333333333,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB3",1284,339,348,1592.66666666667,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB4",1571.5,281.666666666667,310.5,1974.66666666667,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB5",1812,187,203,2219.33333333333,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRB7",1736,174.333333333333,197,2164.33333333333,NA,NA
"LE07_CU_007013_20171112_20171211_C01_V01_SRCLOUDQA",2,32,32,2,0,0
"LE07_CU_007013_20171121_20171219_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20171121_20171219_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20171121_20171219_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20171121_20171219_C01_V01_SRATMOSOPACITYQA",76,NA,NA,24,23,23
"LE07_CU_007013_20171121_20171219_C01_V01_SRB1",692,NA,NA,577.333333333333,506,520
"LE07_CU_007013_20171121_20171219_C01_V01_SRB2",821,NA,NA,561.333333333333,538.666666666667,524.5
"LE07_CU_007013_20171121_20171219_C01_V01_SRB3",686.5,NA,NA,554.333333333333,518,501
"LE07_CU_007013_20171121_20171219_C01_V01_SRB4",739,NA,NA,584,547.333333333333,506
"LE07_CU_007013_20171121_20171219_C01_V01_SRB5",688,NA,NA,519.666666666667,542.666666666667,447.5
"LE07_CU_007013_20171121_20171219_C01_V01_SRB7",560,NA,NA,427.333333333333,404.333333333333,381
"LE07_CU_007013_20171121_20171219_C01_V01_SRCLOUDQA",2,0,0,0,0,16
"LE07_CU_007013_20171128_20171227_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20171128_20171227_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20171128_20171227_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20171128_20171227_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20171128_20171227_C01_V01_SRB1",NA,239.666666666667,212.5,225,223,116
"LE07_CU_007013_20171128_20171227_C01_V01_SRB2",NA,231,271,228,251.666666666667,214
"LE07_CU_007013_20171128_20171227_C01_V01_SRB3",NA,134.666666666667,153,131,197.333333333333,154
"LE07_CU_007013_20171128_20171227_C01_V01_SRB4",NA,122.666666666667,97,123,182,170
"LE07_CU_007013_20171128_20171227_C01_V01_SRB5",NA,87.6666666666667,82.5,86.6666666666667,144,98
"LE07_CU_007013_20171128_20171227_C01_V01_SRB7",NA,57.6666666666667,NA,79.6666666666667,126,0
"LE07_CU_007013_20171128_20171227_C01_V01_SRCLOUDQA",0,32,32,36,32,16
"LE07_CU_007013_20171207_20180104_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20171207_20180104_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20171207_20180104_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20171207_20180104_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,8,8
"LE07_CU_007013_20171207_20180104_C01_V01_SRB1",365,NA,NA,NA,250.666666666667,242
"LE07_CU_007013_20171207_20180104_C01_V01_SRB2",429,NA,NA,NA,200,162
"LE07_CU_007013_20171207_20180104_C01_V01_SRB3",301,NA,NA,NA,204.333333333333,139
"LE07_CU_007013_20171207_20180104_C01_V01_SRB4",143,NA,NA,NA,153.666666666667,141
"LE07_CU_007013_20171207_20180104_C01_V01_SRB5",68,NA,NA,NA,173.666666666667,NA
"LE07_CU_007013_20171207_20180104_C01_V01_SRB7",NA,NA,NA,NA,95.3333333333333,53
"LE07_CU_007013_20171207_20180104_C01_V01_SRCLOUDQA",32,0,0,0,32,32
"LE07_CU_007013_20171214_20180109_C01_V01_LINEAGEQA",1,1,1,2,2,NA
"LE07_CU_007013_20171214_20180109_C01_V01_PIXELQA",68,68,68,68,68,NA
"LE07_CU_007013_20171214_20180109_C01_V01_RADSATQA",0,0,0,0,0,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRATMOSOPACITYQA",8,8,8,8,8,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB1",497,560.666666666667,538,373.666666666667,497,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB2",583,553.666666666667,545,372.333333333333,440,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB3",448.5,374.333333333333,404,299,398,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB4",262,301,262,248.333333333333,337,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB5",87.5,93.6666666666667,87.5,104,213,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRB7",73.5,23.6666666666667,74,73,221,NA
"LE07_CU_007013_20171214_20180109_C01_V01_SRCLOUDQA",32,32,32,32,10.6666666666667,0
"LE07_CU_007013_20171223_20180118_C01_V01_LINEAGEQA",2,NA,NA,2,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_PIXELQA",224,NA,NA,224,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_RADSATQA",0,NA,NA,0,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRATMOSOPACITYQA",141,NA,NA,142,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB1",3119,NA,NA,3005.33333333333,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB2",3114,NA,NA,3118,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB3",3238,NA,NA,3249,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB4",3424,NA,NA,3464,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB5",2221,NA,NA,2431,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRB7",1907,NA,NA,2129.33333333333,NA,NA
"LE07_CU_007013_20171223_20180118_C01_V01_SRCLOUDQA",1,0,0,2,0,0
"LE07_CU_007013_20171230_20180128_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20171230_20180128_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20171230_20180128_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20171230_20180128_C01_V01_SRATMOSOPACITYQA",NA,8,8,9,9,9
"LE07_CU_007013_20171230_20180128_C01_V01_SRB1",NA,360,395.5,242.333333333333,264.666666666667,188
"LE07_CU_007013_20171230_20180128_C01_V01_SRB2",NA,378.333333333333,444,267.666666666667,286.333333333333,222
"LE07_CU_007013_20171230_20180128_C01_V01_SRB3",NA,270,289,197.333333333333,233.333333333333,148
"LE07_CU_007013_20171230_20180128_C01_V01_SRB4",NA,225,225,174,251.666666666667,166.5
"LE07_CU_007013_20171230_20180128_C01_V01_SRB5",NA,194,181.5,154.333333333333,166.333333333333,105.5
"LE07_CU_007013_20171230_20180128_C01_V01_SRB7",NA,151,132,98.3333333333333,162.333333333333,112
"LE07_CU_007013_20171230_20180128_C01_V01_SRCLOUDQA",0,33.3333333333333,32,32,21.3333333333333,32
"LE07_CU_007013_20180108_20180206_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20180108_20180206_C01_V01_PIXELQA",224,NA,NA,NA,224,224
"LE07_CU_007013_20180108_20180206_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20180108_20180206_C01_V01_SRATMOSOPACITYQA",179,NA,NA,NA,166,166
"LE07_CU_007013_20180108_20180206_C01_V01_SRB1",3619.5,NA,NA,NA,1907,1959
"LE07_CU_007013_20180108_20180206_C01_V01_SRB2",3532,NA,NA,NA,1798.33333333333,1821
"LE07_CU_007013_20180108_20180206_C01_V01_SRB3",3881,NA,NA,NA,1956,2024
"LE07_CU_007013_20180108_20180206_C01_V01_SRB4",4335,NA,NA,NA,2250.66666666667,2272
"LE07_CU_007013_20180108_20180206_C01_V01_SRB5",3573.5,NA,NA,NA,1688.33333333333,1701
"LE07_CU_007013_20180108_20180206_C01_V01_SRB7",3163.5,NA,NA,NA,1469.33333333333,1490
"LE07_CU_007013_20180108_20180206_C01_V01_SRCLOUDQA",2,0,0,0,2,2
"LE07_CU_007013_20180115_20180212_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20180115_20180212_C01_V01_PIXELQA",224,68,68,68,68,68
"LE07_CU_007013_20180115_20180212_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20180115_20180212_C01_V01_SRATMOSOPACITYQA",8,8,8,8,8,8
"LE07_CU_007013_20180115_20180212_C01_V01_SRB1",1785,280.333333333333,248.5,460.5,458,454.5
"LE07_CU_007013_20180115_20180212_C01_V01_SRB2",1867,251.666666666667,295,420,529.666666666667,494
"LE07_CU_007013_20180115_20180212_C01_V01_SRB3",1851.5,153.666666666667,191.5,343.5,455.333333333333,396.5
"LE07_CU_007013_20180115_20180212_C01_V01_SRB4",1935,141,103,406,480.333333333333,424
"LE07_CU_007013_20180115_20180212_C01_V01_SRB5",1363,55,49,331.5,420,314
"LE07_CU_007013_20180115_20180212_C01_V01_SRB7",1139,23.6666666666667,54.5,199.5,303.666666666667,255
"LE07_CU_007013_20180115_20180212_C01_V01_SRCLOUDQA",2,32,32,0,0,16
"LE07_CU_007013_20180124_20180220_C01_V01_LINEAGEQA",2,NA,NA,NA,NA,2
"LE07_CU_007013_20180124_20180220_C01_V01_PIXELQA",68,NA,NA,NA,NA,68
"LE07_CU_007013_20180124_20180220_C01_V01_RADSATQA",0,NA,NA,NA,NA,0
"LE07_CU_007013_20180124_20180220_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,NA,8
"LE07_CU_007013_20180124_20180220_C01_V01_SRB1",412.5,NA,NA,NA,NA,272.5
"LE07_CU_007013_20180124_20180220_C01_V01_SRB2",523,NA,NA,NA,NA,260
"LE07_CU_007013_20180124_20180220_C01_V01_SRB3",266,NA,NA,NA,NA,181
"LE07_CU_007013_20180124_20180220_C01_V01_SRB4",116.5,NA,NA,NA,NA,132
"LE07_CU_007013_20180124_20180220_C01_V01_SRB5",81.5,NA,NA,NA,NA,81
"LE07_CU_007013_20180124_20180220_C01_V01_SRB7",33,NA,NA,NA,NA,102
"LE07_CU_007013_20180124_20180220_C01_V01_SRCLOUDQA",32,0,0,0,0,32
"LE07_CU_007013_20180131_20180227_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20180131_20180227_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20180131_20180227_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20180131_20180227_C01_V01_SRATMOSOPACITYQA",NA,8,8,8,8,8
"LE07_CU_007013_20180131_20180227_C01_V01_SRB1",NA,234.333333333333,273,235.333333333333,285.333333333333,243.5
"LE07_CU_007013_20180131_20180227_C01_V01_SRB2",NA,243,253,251,312.333333333333,242
"LE07_CU_007013_20180131_20180227_C01_V01_SRB3",NA,108.333333333333,129.5,138.666666666667,227.333333333333,207.5
"LE07_CU_007013_20180131_20180227_C01_V01_SRB4",NA,102.666666666667,126,137.333333333333,227,193
"LE07_CU_007013_20180131_20180227_C01_V01_SRB5",NA,51.3333333333333,46,135.666666666667,200.333333333333,157
"LE07_CU_007013_20180131_20180227_C01_V01_SRB7",NA,32.3333333333333,33,152,140.666666666667,47.5
"LE07_CU_007013_20180131_20180227_C01_V01_SRCLOUDQA",0,36,32,32,21.3333333333333,32
"LE07_CU_007013_20180209_20180307_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20180209_20180307_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20180209_20180307_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20180209_20180307_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,8
"LE07_CU_007013_20180209_20180307_C01_V01_SRB1",NA,NA,NA,210.666666666667,240.666666666667,249.5
"LE07_CU_007013_20180209_20180307_C01_V01_SRB2",NA,NA,NA,187,248.666666666667,190.5
"LE07_CU_007013_20180209_20180307_C01_V01_SRB3",NA,NA,NA,105.666666666667,156.666666666667,142
"LE07_CU_007013_20180209_20180307_C01_V01_SRB4",NA,NA,NA,98,206.666666666667,119
"LE07_CU_007013_20180209_20180307_C01_V01_SRB5",NA,NA,NA,100,140.666666666667,74
"LE07_CU_007013_20180209_20180307_C01_V01_SRB7",NA,NA,NA,93.6666666666667,114.333333333333,78
"LE07_CU_007013_20180209_20180307_C01_V01_SRCLOUDQA",0,0,0,32,40,40
"LE07_CU_007013_20180216_20180315_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20180216_20180315_C01_V01_PIXELQA",224,224,224,224,224,224
"LE07_CU_007013_20180216_20180315_C01_V01_RADSATQA",0,2,0,2,2,2
"LE07_CU_007013_20180216_20180315_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,NA,NA,NA
"LE07_CU_007013_20180216_20180315_C01_V01_SRB1",3370,20000,4514.5,20000,20000,20000
"LE07_CU_007013_20180216_20180315_C01_V01_SRB2",3370,4916.33333333333,4565.5,4718,4878,4823.5
"LE07_CU_007013_20180216_20180315_C01_V01_SRB3",3488,5131,4780.5,4888.5,5076,4986
"LE07_CU_007013_20180216_20180315_C01_V01_SRB4",3662,5187.66666666667,4809,5124,5300.66666666667,5249
"LE07_CU_007013_20180216_20180315_C01_V01_SRB5",1790.5,2206,2129,2139.5,2154.33333333333,2169
"LE07_CU_007013_20180216_20180315_C01_V01_SRB7",1556.5,1997.33333333333,1917.5,1918,1963.66666666667,1918
"LE07_CU_007013_20180216_20180315_C01_V01_SRCLOUDQA",2,2,21,1.33333333333333,2,2
