"","Date","Site","Sat","LINEAGEQA","PIXELQA","RADSATQA","SRAEROSOLQA","SRATMOSOPACITYQA","SRB1","SRB2","SRB3","SRB4","SRB5","SRB6","SRB7","SRCLOUDQA","SatDate"
"241",2016-01-03,"B1",7,2,68,0,NA,9,411.5,439.5,275.5,113,34,NA,37,32,2016-01-03
"242",2016-01-26,"B1",7,1,68,0,NA,8,261,363,178,112,63,NA,67,32,2016-01-26
"243",2016-01-27,"B1",8,2,324,0,68,NA,285.5,346.5,152,28,17,17,14.5,NA,2016-01-27
"244",2016-02-11,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-02-11
"245",2016-02-12,"B1",8,2,324,0,68,NA,318,373.5,177.5,47,25,25,21.5,NA,2016-02-12
"246",2016-02-20,"B1",7,2,68,0,NA,10,296.5,284,154,97,55,NA,13.5,32,2016-02-20
"247",2016-02-28,"B1",8,2,324,0,68,NA,283,325,166.5,63.5,35.5,35.5,27.5,NA,2016-02-28
"248",2016-03-07,"B1",7,2,67,0,NA,154,530,540,521,672.5,515,NA,372,0,2016-03-07
"249",2016-03-15,"B1",8,2,324,0,68,NA,304,342.5,227,182.5,161,161,128.5,NA,2016-03-15
"250",2016-03-23,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-03-23
"251",2016-04-16,"B1",8,2,324,0,68,NA,222.5,239.5,140,76,58,58,43.5,NA,2016-04-16
"252",2016-04-24,"B1",7,2,68,0,NA,9,334,390.5,241,164.5,93,NA,53,36,2016-04-24
"253",2016-05-02,"B1",8,2,324,0,68,NA,340.5,438.5,254.5,151.5,124,124,95,NA,2016-05-02
"254",2016-05-09,"B1",8,1,338,0,68,NA,644.5,807,605,504,461,461,397.5,NA,2016-05-09
"255",2016-05-10,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-05-10
"256",2016-05-25,"B1",8,1,352,0,80,NA,725.5,849,728,674.5,599,599,512.5,NA,2016-05-25
"257",2016-06-03,"B1",8,2,324,0,68,NA,403,529.5,276,137.5,72.5,72.5,53,NA,2016-06-03
"258",2016-06-19,"B1",8,2,324,0,68,NA,290,387.5,174.5,61.5,35.5,35.5,26.5,NA,2016-06-19
"259",2016-07-04,"B1",7,1,160,0,NA,8,745.5,974.5,783.5,706,627,NA,528,36,2016-07-04
"260",2016-07-05,"B1",8,2,324,0,68,NA,303.5,484,231,96,71,71,60,NA,2016-07-05
"261",2016-07-12,"B1",8,1,324,0,68,NA,599,770.5,592.5,487.5,441.5,441.5,377.5,NA,2016-07-12
"262",2016-07-13,"B1",7,2,68,0,NA,8,230,339.5,201.5,127,70.5,NA,64,36,2016-07-13
"263",2016-07-21,"B1",8,2,324,0,68,NA,238.5,381,188,67,48.5,48.5,36.5,NA,2016-07-21
"264",2016-08-29,"B1",8,1,324,0,68,NA,207.5,299,146.5,37.5,32,32,32.5,NA,2016-08-29
"265",2016-09-06,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-09-06
"266",2016-09-14,"B1",8,1,324,0,68,NA,238,296.5,156.5,82,74.5,74.5,65.5,NA,2016-09-14
"267",2016-09-15,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2016-09-15
"268",2016-10-09,"B1",8,2,324,0,68,NA,214,210,121,58,38,38,29.5,NA,2016-10-09
"269",2016-11-10,"B1",8,2,324,0,68,NA,335.5,415,207.5,47,25.5,25.5,15,NA,2016-11-10
"270",2016-11-18,"B1",7,2,68,0,NA,9,306,393,196.5,96,30,NA,16.5,32,2016-11-18
"271",2016-12-03,"B1",8,1,324,0,68,NA,308.5,453,215,41,38.5,38.5,31.5,NA,2016-12-03
"272",2016-12-19,"B1",8,1,324,0,68,NA,302.5,441,226.5,35.5,31,31,24.5,NA,2016-12-19
"273",2017-01-04,"B1",8,1,324,0,68,NA,236,434,202,NA,12,12,19.5,NA,2017-01-04
"274",2017-02-05,"B1",8,1,324,0,68,NA,265.5,531,357.5,2,10.5,10.5,14,NA,2017-02-05
"275",2017-02-21,"B1",8,1,324,0,68,NA,166.5,338.5,189,5.5,5,5,7,NA,2017-02-21
"276",2017-03-01,"B1",7,1,68,0,NA,8,277,432.5,314.5,150,63.5,NA,26,32,2017-03-01
"277",2017-03-02,"B1",8,2,324,0,68,NA,313,474.5,371,83,31,31,21.5,NA,2017-03-02
"278",2017-03-09,"B1",8,1,324,0,68,NA,226,445,339.5,38.5,14,14,14.5,NA,2017-03-09
"279",2017-03-10,"B1",7,2,68,0,NA,8,362.5,575,452.5,186,35,NA,38.5,36,2017-03-10
"280",2017-03-18,"B1",8,2,324,0,68,NA,338,502.5,353,174,122.5,122.5,101,NA,2017-03-18
"281",2017-03-25,"B1",8,1,324,0,68,NA,182,407.5,197.5,68.5,24,24,22,NA,2017-03-25
"282",2017-04-02,"B1",7,1,68,0,NA,9,259,390,279.5,141,65,NA,11,36,2017-04-02
"283",2017-04-03,"B1",8,2,324,0,68,NA,284.5,391.5,293,133,76.5,76.5,58.5,NA,2017-04-03
"284",2017-04-10,"B1",8,1,324,0,132,NA,212,344.5,264.5,162.5,141,141,121,NA,2017-04-10
"285",2017-04-11,"B1",7,2,224,0,NA,250,1916,2048.5,2101,2488,1697,NA,1411.5,2,2017-04-11
"286",2017-04-18,"B1",7,1,68,0,NA,9,289.5,398,331,271,191.5,NA,142,36,2017-04-18
"287",2017-04-26,"B1",8,1,324,0,68,NA,126.5,182,109,19,26.5,26.5,26,NA,2017-04-26
"288",2017-04-27,"B1",7,2,68,0,NA,14,413.5,428,395.5,441,350,NA,261,8,2017-04-27
"289",2017-05-04,"B1",7,1,68,0,NA,9,290,446.5,319.5,193,70.5,NA,41,36,2017-05-04
"290",2017-05-05,"B1",8,2,324,0,68,NA,318.5,513.5,316.5,154,73.5,73.5,55,NA,2017-05-05
"291",2017-05-12,"B1",8,1,324,0,68,NA,294,491.5,283.5,126,78.5,78.5,71.5,NA,2017-05-12
"292",2017-05-21,"B1",8,2,324,0,68,NA,322.5,530,325,172.5,110.5,110.5,97,NA,2017-05-21
"293",2017-05-28,"B1",8,1,324,0,68,NA,369.5,637.5,380,206,101,101,100.5,NA,2017-05-28
"294",2017-05-29,"B1",7,2,68,0,NA,8,478,644.5,486.5,392.5,193.5,NA,179,36,2017-05-29
"295",2017-06-05,"B1",7,1,68,0,NA,9,869.5,1182.5,1041.5,897,660,NA,572,36,2017-06-05
"296",2017-06-06,"B1",8,2,324,0,68,NA,506.5,802,563,310,188,188,155,NA,2017-06-06
"297",2017-06-13,"B1",8,1,324,0,68,NA,232.5,281.5,183.5,54.5,39,39,29.5,NA,2017-06-13
"298",2017-06-14,"B1",7,2,68,0,NA,9,241,279,207,136.5,79,NA,61,36,2017-06-14
"299",2017-06-21,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-06-21
"300",2017-06-22,"B1",8,2,324,0,68,NA,224,271,188.5,104.5,81.5,81.5,69,NA,2017-06-22
"301",2017-06-29,"B1",8,1,324,0,68,NA,533,605.5,546,462.5,419,419,367.5,NA,2017-06-29
"302",2017-06-30,"B1",7,2,68,0,NA,8,250,273,223.5,125,81,NA,62,36,2017-06-30
"303",2017-07-07,"B1",7,1,68,0,NA,9,425.5,467,408,334,197.5,NA,141,36,2017-07-07
"304",2017-07-08,"B1",8,2,324,0,68,NA,336.5,372,263,160,95,95,71,NA,2017-07-08
"305",2017-07-15,"B1",8,1,324,0,68,NA,647,728,667,617.5,555,555,448,NA,2017-07-15
"306",2017-07-16,"B1",7,2,224,0,NA,53,2578,2808,3045.5,3502.5,3479,NA,3044,2,2017-07-16
"307",2017-07-23,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-07-23
"308",2017-07-31,"B1",8,1,328,0,144,NA,180.5,344,191,128.5,229,229,213,NA,2017-07-31
"309",2017-08-01,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-01
"310",2017-08-08,"B1",7,1,68,0,NA,9,194,214,132,95,61,NA,43,36,2017-08-08
"311",2017-08-09,"B1",8,2,324,0,68,NA,151,166.5,76,29.5,24.5,24.5,20,NA,2017-08-09
"312",2017-08-16,"B1",8,1,324,0,68,NA,150.5,158.5,73,27.5,29.5,29.5,27,NA,2017-08-16
"313",2017-08-17,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-08-17
"314",2017-08-24,"B1",7,1,68,0,NA,9,183,245.5,153.5,122.5,19,NA,45,36,2017-08-24
"315",2017-08-25,"B1",8,2,324,0,68,NA,193.5,209.5,106.5,40.5,20.5,20.5,20,NA,2017-08-25
"316",2017-09-01,"B1",8,1,324,0,68,NA,308.5,384,220,104,51,51,37,NA,2017-09-01
"317",2017-09-02,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-02
"318",2017-09-09,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-09
"319",2017-09-10,"B1",8,2,324,0,68,NA,253.5,279,161,80,36,36,19.5,NA,2017-09-10
"320",2017-09-17,"B1",8,1,324,0,68,NA,219.5,260.5,152,81.5,58,58,45.5,NA,2017-09-17
"321",2017-09-25,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-09-25
"322",2017-09-26,"B1",8,2,992,0,8,NA,6629.5,6594.5,6685,6845,2060.5,2060.5,2426,NA,2017-09-26
"323",2017-10-03,"B1",8,1,324,0,68,NA,164,210,117.5,39,32.5,32.5,24,NA,2017-10-03
"324",2017-10-04,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-10-04
"325",2017-10-11,"B1",7,1,68,0,NA,8,222,246.5,193.5,127,61.5,NA,52,36,2017-10-11
"326",2017-10-12,"B1",8,2,324,0,68,NA,184,217.5,127,42,24.5,24.5,16.5,NA,2017-10-12
"327",2017-10-19,"B1",8,1,480,0,8,NA,1710.5,2217.5,2227,2566,3136.5,3136.5,2833.5,NA,2017-10-19
"328",2017-10-20,"B1",7,2,68,0,NA,8,227.5,271,173,140,25.5,NA,41,36,2017-10-20
"329",2017-10-27,"B1",7,1,68,0,NA,8,189.5,251.5,166,96,110.5,NA,28,32,2017-10-27
"330",2017-10-28,"B1",8,2,324,0,68,NA,233,257,166,73,46,46,35,NA,2017-10-28
"331",2017-11-04,"B1",8,1,328,0,80,NA,317.5,347.5,301.5,350.5,379,379,350.5,NA,2017-11-04
"332",2017-11-05,"B1",7,2,68,0,NA,9,243,242,176,104.5,NA,NA,46,32,2017-11-05
"333",2017-11-12,"B1",7,1,224,0,NA,56,1072,1197,1284,1571.5,1812,NA,1736,2,2017-11-12
"334",2017-11-13,"B1",8,2,992,0,8,NA,1679.5,1677,1629,1781.5,1053,1053,933.5,NA,2017-11-13
"335",2017-11-20,"B1",8,1,992,0,8,NA,607.5,677,569.5,551.5,566,566,489.5,NA,2017-11-20
"336",2017-11-21,"B1",7,2,68,0,NA,76,692,821,686.5,739,688,NA,560,2,2017-11-21
"337",2017-11-28,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-11-28
"338",2017-11-29,"B1",8,2,992,0,8,NA,2467,2461.5,2487,2714.5,1910.5,1910.5,1822,NA,2017-11-29
"339",2017-12-06,"B1",8,1,324,0,68,NA,332,454,259,45,25.5,25.5,21,NA,2017-12-06
"340",2017-12-07,"B1",7,2,68,0,NA,9,365,429,301,143,68,NA,NA,32,2017-12-07
"341",2017-12-14,"B1",7,1,68,0,NA,8,497,583,448.5,262,87.5,NA,73.5,32,2017-12-14
"342",2017-12-15,"B1",8,2,324,0,68,NA,339,452,239,39.5,18,18,16.5,NA,2017-12-15
"343",2017-12-22,"B1",8,1,324,0,68,NA,321.5,479,261,41,26.5,26.5,22.5,NA,2017-12-22
"344",2017-12-23,"B1",7,2,224,0,NA,141,3119,3114,3238,3424,2221,NA,1907,1,2017-12-23
"345",2017-12-30,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2017-12-30
"346",2017-12-31,"B1",8,2,992,0,8,NA,4025,4072,4043.5,4186.5,2208.5,2208.5,2334.5,NA,2017-12-31
"347",2018-01-07,"B1",8,1,324,0,68,NA,410.5,568,341,161,142.5,142.5,127,NA,2018-01-07
"348",2018-01-08,"B1",7,2,224,0,NA,179,3619.5,3532,3881,4335,3573.5,NA,3163.5,2,2018-01-08
"349",2018-01-15,"B1",7,1,224,0,NA,8,1785,1867,1851.5,1935,1363,NA,1139,2,2018-01-15
"350",2018-01-16,"B1",8,2,324,0,68,NA,385,481,283,159,143,143,114.5,NA,2018-01-16
"351",2018-01-23,"B1",8,1,324,0,68,NA,272.5,434,212.5,27,33.5,33.5,35,NA,2018-01-23
"352",2018-01-24,"B1",7,2,68,0,NA,9,412.5,523,266,116.5,81.5,NA,33,32,2018-01-24
"353",2018-01-31,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-01-31
"354",2018-02-01,"B1",8,2,324,0,68,NA,393.5,496.5,299,185,185,185,163.5,NA,2018-02-01
"355",2018-02-08,"B1",8,1,324,0,68,NA,214.5,297,132,30,27,27,24,NA,2018-02-08
"356",2018-02-09,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-02-09
"357",2018-02-16,"B1",7,1,224,0,NA,NA,3370,3370,3488,3662,1790.5,NA,1556.5,2,2018-02-16
"358",2018-02-17,"B1",8,2,872,0,8,NA,1113,1083.5,996.5,1087.5,847.5,847.5,744.5,NA,2018-02-17
"359",2018-02-24,"B1",8,1,324,0,68,NA,191,350,148,14,26.5,26.5,26,NA,2018-02-24
"360",2018-03-13,"B1",7,2,68,0,NA,85.5,607,738.5,566.5,591,494,NA,395,21,2018-03-13
"361",2018-03-20,"B1",7,1,68,0,NA,9,224,469,207.5,133,45,NA,24,36,2018-03-20
"362",2018-04-14,"B1",7,2,68,0,NA,8,298,387,250,167,106,NA,98.5,36,2018-04-14
"363",2018-04-21,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-04-21
"364",2018-04-22,"B1",8,2,324,0,68,NA,292.5,453,236,82.5,66,66,53,NA,2018-04-22
"365",2018-04-29,"B1",8,1,992,0,8,NA,1513,1708,1626,1712.5,1400,1400,1249.5,NA,2018-04-29
"366",2018-05-08,"B1",8,2,324,0,68,NA,313.5,493,235,78,53,53,42,NA,2018-05-08
"367",2018-05-15,"B1",8,1,324,0,68,NA,605.5,823,579,446,403,403,348.5,NA,2018-05-15
"368",2018-05-16,"B1",7,2,68,0,NA,8,356.5,501,276.5,173.5,122,NA,83,36,2018-05-16
"369",2018-05-23,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-05-23
"370",2018-06-01,"B1",7,2,68,0,NA,8,293,452.5,251,156,110.5,NA,93.5,36,2018-06-01
"371",2018-06-08,"B1",7,1,224,0,NA,8,931.5,1136,1017,953,853.5,NA,734,36,2018-06-08
"372",2018-06-24,"B1",7,1,224,0,NA,8,847,1032.5,938.5,901,800.5,NA,693,36,2018-06-24
"373",2018-07-03,"B1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018-07-03
"374",2018-07-27,"B1",8,2,324,0,68,NA,352,462.5,320.5,266.5,252.5,252.5,216.5,NA,2018-07-27
"375",2018-08-11,"B1",7,1,68,0,NA,9,299,402,269,191.5,73.5,NA,79,32,2018-08-11
"376",2018-08-12,"B1",8,2,324,0,68,NA,312,399,236.5,125,72,72,49,NA,2018-08-12
"377",2007-01-01,"P1",7,1,68,0,NA,9,324,292.666666666667,163.666666666667,112,73,NA,38.6666666666667,32,2007-01-01
"378",2007-01-17,"P1",7,1,68,0,NA,9,315.333333333333,305,168,117.666666666667,56.6666666666667,NA,36.3333333333333,32,2007-01-17
"379",2007-01-26,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-01-26
"380",2007-02-02,"P1",7,1,68,0,NA,9,289,285,173,116.333333333333,51.6666666666667,NA,33,32,2007-02-02
"381",2007-02-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-02-27
"382",2007-03-15,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-15
"383",2007-03-31,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-03-31
"384",2007-04-07,"P1",7,1,68,0,NA,9,303.666666666667,289,202,192.333333333333,119,NA,77.6666666666667,36,2007-04-07
"385",2007-04-16,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-04-16
"386",2007-05-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-02
"387",2007-05-09,"P1",7,1,68,0,NA,8,381.333333333333,396,223,183.666666666667,124,NA,114.333333333333,36,2007-05-09
"388",2007-05-18,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-05-18
"389",2007-05-25,"P1",7,1,68,0,NA,9,513,504.333333333333,352.666666666667,294,228,NA,148.666666666667,36,2007-05-25
"390",2007-06-03,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-03
"391",2007-06-19,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-06-19
"392",2007-06-26,"P1",7,1,68,0,NA,8,297.666666666667,284.333333333333,172,136.333333333333,74,NA,63.6666666666667,36,2007-06-26
"393",2007-07-12,"P1",7,1,68,0,NA,8,554.666666666667,562.666666666667,461.333333333333,388.333333333333,328.333333333333,NA,281,36,2007-07-12
"394",2007-07-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-07-21
"395",2007-08-22,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-08-22
"396",2007-08-29,"P1",7,1,68,0,NA,17,415.333333333333,407.333333333333,266,219,158,NA,135,36,2007-08-29
"397",2007-10-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-09
"398",2007-10-16,"P1",7,1,77.3333333333333,0,NA,20,476.333333333333,467,354,295,252,NA,177,40,2007-10-16
"399",2007-10-25,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-10-25
"400",2007-11-01,"P1",7,1,68,0,NA,9,292.666666666667,281.333333333333,172.333333333333,113,56.6666666666667,NA,39.3333333333333,32,2007-11-01
"401",2007-11-17,"P1",7,1,224,0,NA,9,780.333333333333,765,739.333333333333,705,587.333333333333,NA,509,27.3333333333333,2007-11-17
"402",2007-12-03,"P1",7,1,68,0,NA,9,220.333333333333,243.333333333333,113.666666666667,90,32,NA,60.3333333333333,32,2007-12-03
"403",2007-12-19,"P1",7,1,68,0,NA,9,288,295,197,98,34.6666666666667,NA,25.3333333333333,32,2007-12-19
"404",2007-12-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2007-12-28
"405",2008-01-13,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-13
"406",2008-01-20,"P1",7,1,68,0,NA,9,291.333333333333,315,166.666666666667,89.6666666666667,68,NA,47.6666666666667,32,2008-01-20
"407",2008-01-29,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-01-29
"408",2008-03-24,"P1",7,1,68,0,NA,9,261.333333333333,231,159,176,76.3333333333333,NA,47.6666666666667,32,2008-03-24
"409",2008-04-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-02
"410",2008-04-18,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-04-18
"411",2008-04-25,"P1",7,1,68,0,NA,8,419,447.333333333333,378.666666666667,356.666666666667,254.333333333333,NA,179.333333333333,25.3333333333333,2008-04-25
"412",2008-05-04,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-04
"413",2008-05-11,"P1",7,1,68,0,NA,8,375,383.333333333333,297.333333333333,273.333333333333,173,NA,99.3333333333333,36,2008-05-11
"414",2008-05-20,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-05-20
"415",2008-05-27,"P1",7,1,68,0,NA,8,273,274,186,157,87,NA,63,36,2008-05-27
"416",2008-06-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-05
"417",2008-06-12,"P1",7,1,68,0,NA,8,306,310.666666666667,202,178.666666666667,94,NA,69.3333333333333,36,2008-06-12
"418",2008-06-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-06-21
"419",2008-06-28,"P1",7,1,68,0,NA,8,459.5,495.5,409,352.5,263.5,NA,184.5,24,2008-06-28
"420",2008-07-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-07
"421",2008-07-23,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-07-23
"422",2008-07-30,"P1",7,1,68,0,NA,9,301.666666666667,304,205.333333333333,181,114,NA,89,36,2008-07-30
"423",2008-08-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-08-24
"424",2008-09-09,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-09-09
"425",2008-09-16,"P1",7,1,68,0,NA,9,389,382.333333333333,237.333333333333,207.333333333333,135,NA,90.6666666666667,36,2008-09-16
"426",2008-09-25,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-09-25
"427",2008-10-02,"P1",7,1,68,0,NA,65,426,396,241,194,77.6666666666667,NA,67,36,2008-10-02
"428",2008-10-18,"P1",7,1,68,0,NA,9,229.666666666667,272,175,94,62.3333333333333,NA,37.6666666666667,32,2008-10-18
"429",2008-10-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-10-27
"430",2008-11-03,"P1",7,1,68,0,NA,9,246.333333333333,288.333333333333,188,118,77.6666666666667,NA,20.3333333333333,32,2008-11-03
"431",2008-11-12,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-11-12
"432",2008-11-19,"P1",7,1,68,0,NA,8,287.333333333333,292,182.666666666667,117.333333333333,52.3333333333333,NA,33.3333333333333,32,2008-11-19
"433",2008-12-05,"P1",7,1,68,0,NA,9,279,301,132.333333333333,104.666666666667,20.3333333333333,NA,61.3333333333333,32,2008-12-05
"434",2008-12-21,"P1",7,1,68,0,NA,9,225.333333333333,289,150,71.3333333333333,9.33333333333333,NA,NA,32,2008-12-21
"435",2008-12-30,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2008-12-30
"436",2009-01-06,"P1",7,1,68,0,NA,9,211.333333333333,256.333333333333,109,83.6666666666667,21.6666666666667,NA,12,32,2009-01-06
"437",2009-01-15,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-15
"438",2009-01-31,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-01-31
"439",2009-03-11,"P1",7,1,68,0,NA,8,228.333333333333,218,135.666666666667,152.666666666667,75,NA,60.6666666666667,32,2009-03-11
"440",2009-03-27,"P1",7,1,68,0,NA,8,269.333333333333,248.666666666667,182,159.666666666667,115,NA,79.3333333333333,36,2009-03-27
"441",2009-04-05,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-05
"442",2009-04-21,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-21
"443",2009-04-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-04-28
"444",2009-05-07,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-05-07
"445",2009-05-14,"P1",7,1,68,0,NA,8,431,505.333333333333,238,170.666666666667,102,NA,70,36,2009-05-14
"446",2009-06-15,"P1",7,1,68,0,NA,8,442,424.333333333333,325.333333333333,295,257,NA,213.666666666667,38.6666666666667,2009-06-15
"447",2009-06-24,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-06-24
"448",2009-07-17,"P1",7,1,224,0,NA,8,925.666666666667,922,889.666666666667,936.333333333333,737,NA,606,2,2009-07-17
"449",2009-07-26,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-07-26
"450",2009-08-02,"P1",7,1,68,0,NA,8.66666666666667,385,377,265.666666666667,228.333333333333,129,NA,127,36,2009-08-02
"451",2009-08-18,"P1",7,1,68,0,NA,9,318,284.666666666667,159,136,48.6666666666667,NA,51.6666666666667,36,2009-08-18
"452",2009-08-27,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-08-27
"453",2009-09-12,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-12
"454",2009-09-28,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-09-28
"455",2009-10-14,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-14
"456",2009-10-30,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-10-30
"457",2009-11-15,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-11-15
"458",2009-11-22,"P1",7,1,68,0,NA,8,300,299,178,145.333333333333,75.6666666666667,NA,68,32,2009-11-22
"459",2009-12-01,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-12-01
"460",2009-12-17,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2009-12-17
"461",2009-12-24,"P1",7,1,68,0,NA,9,277,214,110,111,34.3333333333333,NA,11.6666666666667,32,2009-12-24
"462",2010-01-02,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-01-02
"463",2010-01-09,"P1",7,1,68,0,NA,9,241.333333333333,208,96.3333333333333,94,9,NA,37,32,2010-01-09
"464",2010-01-25,"P1",7,1,68,0,NA,9,441,688.333333333333,447,112.333333333333,43.6666666666667,NA,23,32,2010-01-25
"465",2010-02-26,"P1",7,1,68,0,NA,22,283.666666666667,306,187,220,137,NA,113.666666666667,32,2010-02-26
"466",2010-03-14,"P1",7,1,68,0,NA,9,195,201.666666666667,113,120.666666666667,64.6666666666667,NA,8.33333333333333,32,2010-03-14
"467",2010-03-30,"P1",7,1,68,0,NA,9,211,213,104,146,44,NA,23,12,2010-03-30
"468",2010-04-08,"P1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2010-04-08
"469",2010-04-15,"P1",7,1,68,0,NA,9,245.666666666667,265,208,204,107,NA,66,36,2010-04-15
