"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20121013_20170926_C01_V01_SRB1",NA,241,268,167.666666666667,233,203.5
"LE07_CU_007013_20121013_20170926_C01_V01_SRB2",NA,236.333333333333,297,197.333333333333,222.333333333333,196.5
"LE07_CU_007013_20121013_20170926_C01_V01_SRB3",NA,108,166,112.333333333333,203.666666666667,157
"LE07_CU_007013_20121013_20170926_C01_V01_SRB4",NA,87,87,103.333333333333,203,131
"LE07_CU_007013_20121013_20170926_C01_V01_SRB5",NA,41,36.5,68,112.333333333333,50
"LE07_CU_007013_20121013_20170926_C01_V01_SRB7",NA,44.6666666666667,27,53,108.333333333333,40
"LE07_CU_007013_20121013_20170926_C01_V01_SRCLOUDQA",0,32,36,32,32,32
"LE07_CU_007013_20121029_20170926_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20121029_20170926_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20121029_20170926_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20121029_20170926_C01_V01_SRATMOSOPACITYQA",8,9,9,NA,NA,8
"LE07_CU_007013_20121029_20170926_C01_V01_SRB1",233,259.333333333333,321,NA,NA,208.5
"LE07_CU_007013_20121029_20170926_C01_V01_SRB2",285.5,288.666666666667,335.5,NA,NA,203
"LE07_CU_007013_20121029_20170926_C01_V01_SRB3",171.5,151.666666666667,137,NA,NA,128.5
"LE07_CU_007013_20121029_20170926_C01_V01_SRB4",93.5,98.6666666666667,78,NA,NA,110
"LE07_CU_007013_20121029_20170926_C01_V01_SRB5",69,45.3333333333333,99,NA,NA,69
"LE07_CU_007013_20121029_20170926_C01_V01_SRB7",43,28.6666666666667,43.5,NA,NA,43
"LE07_CU_007013_20121029_20170926_C01_V01_SRCLOUDQA",32,32,36,0,0,32
"LE07_CU_007013_20121107_20170926_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20121107_20170926_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20121107_20170926_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20121107_20170926_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,8
"LE07_CU_007013_20121107_20170926_C01_V01_SRB1",NA,NA,NA,283.333333333333,296.333333333333,310
"LE07_CU_007013_20121107_20170926_C01_V01_SRB2",NA,NA,NA,212,289.333333333333,240
"LE07_CU_007013_20121107_20170926_C01_V01_SRB3",NA,NA,NA,182.333333333333,217.333333333333,199
"LE07_CU_007013_20121107_20170926_C01_V01_SRB4",NA,NA,NA,131,217.666666666667,152
"LE07_CU_007013_20121107_20170926_C01_V01_SRB5",NA,NA,NA,78.6666666666667,150.666666666667,74
"LE07_CU_007013_20121107_20170926_C01_V01_SRB7",NA,NA,NA,61,145.666666666667,47
"LE07_CU_007013_20121107_20170926_C01_V01_SRCLOUDQA",0,0,0,32,40,32
"LE07_CU_007013_20121114_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRATMOSOPACITYQA",9,51,56,8,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB1",411,499,481.5,264.333333333333,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB2",477.5,485.333333333333,549,281,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB3",385,374.333333333333,389,197.333333333333,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB4",274.5,347,345,190,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB5",267,271.333333333333,249.5,133.666666666667,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRB7",210.5,270,226,160,NA,NA
"LE07_CU_007013_20121114_20170927_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20121123_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20121123_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20121123_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20121123_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,8
"LE07_CU_007013_20121123_20170927_C01_V01_SRB1",NA,NA,NA,334,341,293
"LE07_CU_007013_20121123_20170927_C01_V01_SRB2",NA,NA,NA,281,304.666666666667,261
"LE07_CU_007013_20121123_20170927_C01_V01_SRB3",NA,NA,NA,149.333333333333,217.333333333333,182
"LE07_CU_007013_20121123_20170927_C01_V01_SRB4",NA,NA,NA,112.333333333333,184.333333333333,136
"LE07_CU_007013_20121123_20170927_C01_V01_SRB5",NA,NA,NA,87.6666666666667,155.666666666667,81.5
"LE07_CU_007013_20121123_20170927_C01_V01_SRB7",NA,NA,NA,11,104.333333333333,33
"LE07_CU_007013_20121123_20170927_C01_V01_SRCLOUDQA",0,0,0,32,40,40
"LE07_CU_007013_20121130_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20121130_20170927_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20121130_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20121130_20170927_C01_V01_SRATMOSOPACITYQA",9,9,10,NA,9,9
"LE07_CU_007013_20121130_20170927_C01_V01_SRB1",326.5,461.666666666667,479,NA,337.666666666667,306.5
"LE07_CU_007013_20121130_20170927_C01_V01_SRB2",409.5,445,480.5,NA,365,315
"LE07_CU_007013_20121130_20170927_C01_V01_SRB3",298,341,349.5,NA,322,268
"LE07_CU_007013_20121130_20170927_C01_V01_SRB4",200,321,295,NA,304.666666666667,273.5
"LE07_CU_007013_20121130_20170927_C01_V01_SRB5",120.5,258.666666666667,264.5,NA,254.666666666667,173
"LE07_CU_007013_20121130_20170927_C01_V01_SRB7",128,259.333333333333,166,NA,229.666666666667,144.5
"LE07_CU_007013_20121130_20170927_C01_V01_SRCLOUDQA",32,32,32,0,21.3333333333333,32
"LE07_CU_007013_20121209_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20121209_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20121209_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20121209_20170927_C01_V01_SRATMOSOPACITYQA",9,NA,NA,9,9,9
"LE07_CU_007013_20121209_20170927_C01_V01_SRB1",360.5,NA,NA,299.666666666667,297,275
"LE07_CU_007013_20121209_20170927_C01_V01_SRB2",365,NA,NA,246.666666666667,279.666666666667,231
"LE07_CU_007013_20121209_20170927_C01_V01_SRB3",235,NA,NA,178.333333333333,230,185
"LE07_CU_007013_20121209_20170927_C01_V01_SRB4",112,NA,NA,110,200.666666666667,128.5
"LE07_CU_007013_20121209_20170927_C01_V01_SRB5",52.5,NA,NA,70,143.333333333333,70
"LE07_CU_007013_20121209_20170927_C01_V01_SRB7",75,NA,NA,62,137.666666666667,37
"LE07_CU_007013_20121209_20170927_C01_V01_SRCLOUDQA",32,0,0,32,32,32
"LE07_CU_007013_20130117_20170927_C01_V01_LINEAGEQA",1,1,1,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_PIXELQA",68,68,68,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_RADSATQA",0,0,0,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB1",371,298.333333333333,232,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB2",511,258,212,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB3",260.5,124,119.5,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB4",102,88.6666666666667,82.5,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB5",67,32,32,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRB7",NA,36,72.5,NA,NA,NA
"LE07_CU_007013_20130117_20170927_C01_V01_SRCLOUDQA",32,32,32,0,0,0
"LE07_CU_007013_20130202_20170927_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20130202_20170927_C01_V01_PIXELQA",NA,224,224,68,68,68
"LE07_CU_007013_20130202_20170927_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20130202_20170927_C01_V01_SRATMOSOPACITYQA",NA,83,100,9,9,9
"LE07_CU_007013_20130202_20170927_C01_V01_SRB1",NA,915.666666666667,869,185.666666666667,259,225
"LE07_CU_007013_20130202_20170927_C01_V01_SRB2",NA,920,836,248.333333333333,307,228.5
"LE07_CU_007013_20130202_20170927_C01_V01_SRB3",NA,829.666666666667,787,132.666666666667,213,200.5
"LE07_CU_007013_20130202_20170927_C01_V01_SRB4",NA,860.333333333333,847,125,204.666666666667,158
"LE07_CU_007013_20130202_20170927_C01_V01_SRB5",NA,686,703,82.3333333333333,158.666666666667,61.5
"LE07_CU_007013_20130202_20170927_C01_V01_SRB7",NA,620.333333333333,592.5,65,142,65
"LE07_CU_007013_20130202_20170927_C01_V01_SRCLOUDQA",0,2,4,32,32,32
"LE07_CU_007013_20130218_20170927_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20130218_20170927_C01_V01_PIXELQA",NA,68,68,68,68,68
"LE07_CU_007013_20130218_20170927_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20130218_20170927_C01_V01_SRATMOSOPACITYQA",NA,9,9,8,9,9
"LE07_CU_007013_20130218_20170927_C01_V01_SRB1",NA,345.333333333333,254,273.666666666667,312.666666666667,260
"LE07_CU_007013_20130218_20170927_C01_V01_SRB2",NA,334.333333333333,251,263.333333333333,352,264.5
"LE07_CU_007013_20130218_20170927_C01_V01_SRB3",NA,175.333333333333,195,177.666666666667,243.666666666667,172.5
"LE07_CU_007013_20130218_20170927_C01_V01_SRB4",NA,151.333333333333,141,162.666666666667,244.333333333333,203
"LE07_CU_007013_20130218_20170927_C01_V01_SRB5",NA,55,55,93.6666666666667,171.333333333333,113
"LE07_CU_007013_20130218_20170927_C01_V01_SRB7",NA,48,28,88,108,43
"LE07_CU_007013_20130218_20170927_C01_V01_SRCLOUDQA",0,34.6666666666667,32,32,21.3333333333333,32
"LE07_CU_007013_20130227_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20130227_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20130227_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20130227_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,9,14.3333333333333,14
"LE07_CU_007013_20130227_20170927_C01_V01_SRB1",NA,NA,NA,269.333333333333,269.333333333333,242
"LE07_CU_007013_20130227_20170927_C01_V01_SRB2",NA,NA,NA,242.333333333333,306.666666666667,252
"LE07_CU_007013_20130227_20170927_C01_V01_SRB3",NA,NA,NA,165.666666666667,210.333333333333,168
"LE07_CU_007013_20130227_20170927_C01_V01_SRB4",NA,NA,NA,140,186,128
"LE07_CU_007013_20130227_20170927_C01_V01_SRB5",NA,NA,NA,52,124.666666666667,51
"LE07_CU_007013_20130227_20170927_C01_V01_SRB7",NA,NA,NA,27,82,26
"LE07_CU_007013_20130227_20170927_C01_V01_SRCLOUDQA",0,0,0,32,32,16
"LE07_CU_007013_20130306_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20130306_20170927_C01_V01_PIXELQA",68,96,128,NA,68,68
"LE07_CU_007013_20130306_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20130306_20170927_C01_V01_SRATMOSOPACITYQA",8,49.6666666666667,55.5,NA,9,9
"LE07_CU_007013_20130306_20170927_C01_V01_SRB1",280,626,630,NA,237.666666666667,258.5
"LE07_CU_007013_20130306_20170927_C01_V01_SRB2",488.5,642,629,NA,320.333333333333,256.5
"LE07_CU_007013_20130306_20170927_C01_V01_SRB3",358,590.333333333333,620.5,NA,219.666666666667,152.5
"LE07_CU_007013_20130306_20170927_C01_V01_SRB4",148.5,662.666666666667,676,NA,225.333333333333,147.5
"LE07_CU_007013_20130306_20170927_C01_V01_SRB5",76,490.666666666667,566.5,NA,172,88.5
"LE07_CU_007013_20130306_20170927_C01_V01_SRB7",52,506,487.5,NA,151,79
"LE07_CU_007013_20130306_20170927_C01_V01_SRCLOUDQA",34,2,2,0,40,32
"LE07_CU_007013_20130315_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20130315_20170927_C01_V01_PIXELQA",72,NA,NA,160,66,67
"LE07_CU_007013_20130315_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20130315_20170927_C01_V01_SRATMOSOPACITYQA",50,NA,NA,30.6666666666667,31.3333333333333,30.5
"LE07_CU_007013_20130315_20170927_C01_V01_SRB1",578,NA,NA,728.666666666667,623,580
"LE07_CU_007013_20130315_20170927_C01_V01_SRB2",635,NA,NA,683.333333333333,645,576
"LE07_CU_007013_20130315_20170927_C01_V01_SRB3",606,NA,NA,683.333333333333,637,569.5
"LE07_CU_007013_20130315_20170927_C01_V01_SRB4",619.5,NA,NA,868.666666666667,814.333333333333,700
"LE07_CU_007013_20130315_20170927_C01_V01_SRB5",423.5,NA,NA,674.333333333333,666,524
"LE07_CU_007013_20130315_20170927_C01_V01_SRB7",331,NA,NA,535.333333333333,552.666666666667,408
"LE07_CU_007013_20130315_20170927_C01_V01_SRCLOUDQA",2,0,0,4,2,8
"LE07_CU_007013_20130322_20170927_C01_V01_LINEAGEQA",1,1,1,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_PIXELQA",68,68,68,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_RADSATQA",0,0,0,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRATMOSOPACITYQA",9,8,9,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB1",236,268.666666666667,256,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB2",303.5,250.333333333333,249,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB3",244,168,168.5,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB4",191,152,171.5,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB5",81,77.3333333333333,81,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRB7",47,55.3333333333333,35.5,NA,NA,NA
"LE07_CU_007013_20130322_20170927_C01_V01_SRCLOUDQA",36,33.3333333333333,32,0,0,0
"LE07_CU_007013_20130331_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20130331_20170927_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20130331_20170927_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB1",NA,NA,NA,274,322.333333333333,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB2",NA,NA,NA,261.666666666667,351.333333333333,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB3",NA,NA,NA,189.666666666667,218,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB4",NA,NA,NA,160,223.666666666667,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB5",NA,NA,NA,98.3333333333333,168.666666666667,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRB7",NA,NA,NA,95,118.666666666667,NA
"LE07_CU_007013_20130331_20170927_C01_V01_SRCLOUDQA",0,0,0,40,40,0
"LE07_CU_007013_20130407_20170927_C01_V01_LINEAGEQA",1,1,1,2,2,NA
"LE07_CU_007013_20130407_20170927_C01_V01_PIXELQA",68,68,68,68,68,NA
"LE07_CU_007013_20130407_20170927_C01_V01_RADSATQA",0,0,0,0,0,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRATMOSOPACITYQA",8,9,9,8,9,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB1",260.5,253.666666666667,275,258.666666666667,351,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB2",299,244.333333333333,242.5,280.666666666667,403,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB3",203.5,170,164,161,284,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB4",178,163.666666666667,139,214,323,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB5",75.5,79.6666666666667,87,140.333333333333,336,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRB7",44,60.3333333333333,68,91,231,NA
"LE07_CU_007013_20130407_20170927_C01_V01_SRCLOUDQA",36,36,32,40,2.66666666666667,0
"LE07_CU_007013_20130423_20170927_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20130423_20170927_C01_V01_PIXELQA",68,68,68,NA,NA,68
"LE07_CU_007013_20130423_20170927_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20130423_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,NA,9
"LE07_CU_007013_20130423_20170927_C01_V01_SRB1",357,327,321.5,NA,NA,532.5
"LE07_CU_007013_20130423_20170927_C01_V01_SRB2",375.5,270,295,NA,NA,580
"LE07_CU_007013_20130423_20170927_C01_V01_SRB3",333,203,214,NA,NA,554.5
"LE07_CU_007013_20130423_20170927_C01_V01_SRB4",267,197,197,NA,NA,527.5
"LE07_CU_007013_20130423_20170927_C01_V01_SRB5",167,118.666666666667,104,NA,NA,458.5
"LE07_CU_007013_20130423_20170927_C01_V01_SRB7",151,49,53,NA,NA,359.5
"LE07_CU_007013_20130423_20170927_C01_V01_SRCLOUDQA",36,36,32,0,0,40
"LE07_CU_007013_20130502_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20130502_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20130502_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20130502_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20130502_20170927_C01_V01_SRB1",356,NA,NA,370.333333333333,482.666666666667,462
"LE07_CU_007013_20130502_20170927_C01_V01_SRB2",367.5,NA,NA,391,495.333333333333,481
"LE07_CU_007013_20130502_20170927_C01_V01_SRB3",302.5,NA,NA,326,458.666666666667,422
"LE07_CU_007013_20130502_20170927_C01_V01_SRB4",244.5,NA,NA,295,452.333333333333,396
"LE07_CU_007013_20130502_20170927_C01_V01_SRB5",166,NA,NA,243.333333333333,370,335.5
"LE07_CU_007013_20130502_20170927_C01_V01_SRB7",158.5,NA,NA,190,311.666666666667,276
"LE07_CU_007013_20130502_20170927_C01_V01_SRCLOUDQA",36,0,0,40,27.3333333333333,40
"LE07_CU_007013_20130509_20170927_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20130509_20170927_C01_V01_PIXELQA",68,68,68,96,68,68
"LE07_CU_007013_20130509_20170927_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20130509_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,8,8,8
"LE07_CU_007013_20130509_20170927_C01_V01_SRB1",414.5,325.333333333333,501,689.5,425.333333333333,312
"LE07_CU_007013_20130509_20170927_C01_V01_SRB2",481,324,513,753.5,476.333333333333,335
"LE07_CU_007013_20130509_20170927_C01_V01_SRB3",423,211,430,725.5,406.666666666667,300.5
"LE07_CU_007013_20130509_20170927_C01_V01_SRB4",365,170.666666666667,381.5,721,419.666666666667,260.5
"LE07_CU_007013_20130509_20170927_C01_V01_SRB5",302.5,102,335,628,361,196.5
"LE07_CU_007013_20130509_20170927_C01_V01_SRB7",246,92,269,503,298.666666666667,127
"LE07_CU_007013_20130509_20170927_C01_V01_SRCLOUDQA",36,36,32,14,4,40
"LE07_CU_007013_20130518_20170927_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB1",NA,NA,NA,416.333333333333,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB2",NA,NA,NA,370,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB3",NA,NA,NA,311,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB4",NA,NA,NA,329,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB5",NA,NA,NA,221,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRB7",NA,NA,NA,170.666666666667,NA,NA
"LE07_CU_007013_20130518_20170927_C01_V01_SRCLOUDQA",0,0,0,18.6666666666667,0,0
"LE07_CU_007013_20130525_20170927_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_PIXELQA",160,68,68,72,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,8,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB1",903,663,399,724.333333333333,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB2",1066.5,688.666666666667,384,792.666666666667,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB3",1051,572.666666666667,254.5,729,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB4",1025.5,547,223,691.666666666667,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB5",879.5,461.666666666667,173.5,668,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRB7",759,429,136.5,555.333333333333,NA,NA
"LE07_CU_007013_20130525_20170927_C01_V01_SRCLOUDQA",40,40,32,40,0,0
"LE07_CU_007013_20130603_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20130603_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20130603_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20130603_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20130603_20170927_C01_V01_SRB1",439,NA,NA,371.666666666667,428.666666666667,410
"LE07_CU_007013_20130603_20170927_C01_V01_SRB2",722.5,NA,NA,441.666666666667,520.666666666667,504
"LE07_CU_007013_20130603_20170927_C01_V01_SRB3",418.5,NA,NA,278,382.333333333333,361
"LE07_CU_007013_20130603_20170927_C01_V01_SRB4",192,NA,NA,237,348.666666666667,292
"LE07_CU_007013_20130603_20170927_C01_V01_SRB5",111.5,NA,NA,177,288.333333333333,236.5
"LE07_CU_007013_20130603_20170927_C01_V01_SRB7",104,NA,NA,132.666666666667,239.333333333333,179
"LE07_CU_007013_20130603_20170927_C01_V01_SRCLOUDQA",36,0,0,40,40,40
"LE07_CU_007013_20130610_20170927_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20130610_20170927_C01_V01_PIXELQA",68,86.6666666666667,68,NA,68,68
"LE07_CU_007013_20130610_20170927_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20130610_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,NA,8,8
"LE07_CU_007013_20130610_20170927_C01_V01_SRB1",741,465,696,NA,391.333333333333,346
"LE07_CU_007013_20130610_20170927_C01_V01_SRB2",950,484.666666666667,704,NA,528,460
"LE07_CU_007013_20130610_20170927_C01_V01_SRB3",845,309.333333333333,538,NA,360.333333333333,292.5
"LE07_CU_007013_20130610_20170927_C01_V01_SRB4",692.5,278.666666666667,492,NA,300,222
"LE07_CU_007013_20130610_20170927_C01_V01_SRB5",661,198,402.5,NA,245.666666666667,141
"LE07_CU_007013_20130610_20170927_C01_V01_SRB7",580.5,147,401,NA,237.666666666667,93.5
"LE07_CU_007013_20130610_20170927_C01_V01_SRCLOUDQA",36,40,36,0,40,40
"LE07_CU_007013_20130619_20170927_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20130619_20170927_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20130619_20170927_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20130619_20170927_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,8,8
"LE07_CU_007013_20130619_20170927_C01_V01_SRB1",259,NA,NA,291,371,333.5
"LE07_CU_007013_20130619_20170927_C01_V01_SRB2",260.5,NA,NA,356,454.666666666667,403
"LE07_CU_007013_20130619_20170927_C01_V01_SRB3",188,NA,NA,224,334.666666666667,269
"LE07_CU_007013_20130619_20170927_C01_V01_SRB4",158,NA,NA,174,301.333333333333,207.5
"LE07_CU_007013_20130619_20170927_C01_V01_SRB5",80,NA,NA,90.5,247,142.5
"LE07_CU_007013_20130619_20170927_C01_V01_SRB7",72.5,NA,NA,115.5,210,115.5
"LE07_CU_007013_20130619_20170927_C01_V01_SRCLOUDQA",36,0,0,24,40,40
"LE07_CU_007013_20130626_20170927_C01_V01_LINEAGEQA",1,1,1,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_PIXELQA",68,68,68,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_RADSATQA",0,0,0,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB1",596.5,363.333333333333,252,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB2",710,360.333333333333,211,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB3",657,259.333333333333,97,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB4",604,238.333333333333,90,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB5",523,186,49.5,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRB7",462.5,157.333333333333,21,NA,NA,NA
"LE07_CU_007013_20130626_20170927_C01_V01_SRCLOUDQA",40,36,34,0,0,0
"LE07_CU_007013_20130728_20170927_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20130728_20170927_C01_V01_PIXELQA",68,68,68,68,68,68
"LE07_CU_007013_20130728_20170927_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20130728_20170927_C01_V01_SRATMOSOPACITYQA",9,8,8,8,8,8
"LE07_CU_007013_20130728_20170927_C01_V01_SRB1",333.5,384,477,348,417.333333333333,388.5
"LE07_CU_007013_20130728_20170927_C01_V01_SRB2",356,371,456,440.5,532.333333333333,481
"LE07_CU_007013_20130728_20170927_C01_V01_SRB3",257.5,273,361,337.5,440,376
"LE07_CU_007013_20130728_20170927_C01_V01_SRB4",224,229,349,258.5,370,311
