"","B1","P1","P4","S1","S2","S5"
"LE07_CU_007013_20100408_20170924_C01_V01_SRB1",278,NA,NA,306,363.666666666667,352
"LE07_CU_007013_20100408_20170924_C01_V01_SRB2",262,NA,NA,358.333333333333,464,422
"LE07_CU_007013_20100408_20170924_C01_V01_SRB3",204,NA,NA,251.333333333333,336.333333333333,298.5
"LE07_CU_007013_20100408_20170924_C01_V01_SRB4",139,NA,NA,175,295.333333333333,248
"LE07_CU_007013_20100408_20170924_C01_V01_SRB5",64,NA,NA,110,184.666666666667,165.5
"LE07_CU_007013_20100408_20170924_C01_V01_SRB7",44,NA,NA,52,136,101.5
"LE07_CU_007013_20100408_20170924_C01_V01_SRCLOUDQA",36,0,0,37.3333333333333,40,40
"LE07_CU_007013_20100415_20170924_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20100415_20170924_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20100415_20170924_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20100415_20170924_C01_V01_SRATMOSOPACITYQA",9,9,9,NA,9,9
"LE07_CU_007013_20100415_20170924_C01_V01_SRB1",262.5,245.666666666667,228,NA,316.333333333333,309
"LE07_CU_007013_20100415_20170924_C01_V01_SRB2",326.5,265,220.5,NA,383.333333333333,390
"LE07_CU_007013_20100415_20170924_C01_V01_SRB3",251.5,208,148.5,NA,331.666666666667,300.5
"LE07_CU_007013_20100415_20170924_C01_V01_SRB4",240,204,151,NA,322,275
"LE07_CU_007013_20100415_20170924_C01_V01_SRB5",140,107,62,NA,217,150
"LE07_CU_007013_20100415_20170924_C01_V01_SRB7",99.5,66,66,NA,132,121.5
"LE07_CU_007013_20100415_20170924_C01_V01_SRCLOUDQA",36,36,32,0,29.3333333333333,40
"LE07_CU_007013_20100424_20170924_C01_V01_LINEAGEQA",NA,NA,NA,2,2,2
"LE07_CU_007013_20100424_20170924_C01_V01_PIXELQA",NA,NA,NA,68,68,68
"LE07_CU_007013_20100424_20170924_C01_V01_RADSATQA",NA,NA,NA,0,0,0
"LE07_CU_007013_20100424_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,8
"LE07_CU_007013_20100424_20170924_C01_V01_SRB1",NA,NA,NA,311.666666666667,345.333333333333,322.5
"LE07_CU_007013_20100424_20170924_C01_V01_SRB2",NA,NA,NA,327,371,328.5
"LE07_CU_007013_20100424_20170924_C01_V01_SRB3",NA,NA,NA,281.666666666667,312.666666666667,278
"LE07_CU_007013_20100424_20170924_C01_V01_SRB4",NA,NA,NA,237,307,273
"LE07_CU_007013_20100424_20170924_C01_V01_SRB5",NA,NA,NA,156,214,127
"LE07_CU_007013_20100424_20170924_C01_V01_SRB7",NA,NA,NA,87.3333333333333,124,109.5
"LE07_CU_007013_20100424_20170924_C01_V01_SRCLOUDQA",0,0,0,40,40,40
"LE07_CU_007013_20100510_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20100510_20170924_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20100510_20170924_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20100510_20170924_C01_V01_SRATMOSOPACITYQA",9,NA,NA,8,8,8
"LE07_CU_007013_20100510_20170924_C01_V01_SRB1",274,NA,NA,314.666666666667,305,311
"LE07_CU_007013_20100510_20170924_C01_V01_SRB2",329,NA,NA,342.333333333333,368,335.5
"LE07_CU_007013_20100510_20170924_C01_V01_SRB3",243,NA,NA,276.666666666667,301.333333333333,259
"LE07_CU_007013_20100510_20170924_C01_V01_SRB4",210.5,NA,NA,205.333333333333,249.666666666667,210
"LE07_CU_007013_20100510_20170924_C01_V01_SRB5",113,NA,NA,130.333333333333,151.333333333333,112.5
"LE07_CU_007013_20100510_20170924_C01_V01_SRB7",106,NA,NA,113,105.333333333333,51.5
"LE07_CU_007013_20100510_20170924_C01_V01_SRCLOUDQA",36,0,0,40,40,40
"LE07_CU_007013_20100526_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20100526_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20100526_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20100526_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,NA,8,8
"LE07_CU_007013_20100526_20170924_C01_V01_SRB1",209.5,NA,NA,NA,327.666666666667,319
"LE07_CU_007013_20100526_20170924_C01_V01_SRB2",219,NA,NA,NA,463.333333333333,442
"LE07_CU_007013_20100526_20170924_C01_V01_SRB3",172,NA,NA,NA,354.333333333333,329.5
"LE07_CU_007013_20100526_20170924_C01_V01_SRB4",126,NA,NA,NA,224.666666666667,191
"LE07_CU_007013_20100526_20170924_C01_V01_SRB5",49,NA,NA,NA,150,101
"LE07_CU_007013_20100526_20170924_C01_V01_SRB7",42,NA,NA,NA,91,94.5
"LE07_CU_007013_20100526_20170924_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20100602_20170924_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20100602_20170924_C01_V01_PIXELQA",68,68,68,NA,NA,72
"LE07_CU_007013_20100602_20170924_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20100602_20170924_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,NA,8
"LE07_CU_007013_20100602_20170924_C01_V01_SRB1",564.5,316.333333333333,302,NA,NA,505.5
"LE07_CU_007013_20100602_20170924_C01_V01_SRB2",637,464,408,NA,NA,638.5
"LE07_CU_007013_20100602_20170924_C01_V01_SRB3",615,244.333333333333,242,NA,NA,560.5
"LE07_CU_007013_20100602_20170924_C01_V01_SRB4",601,147,141.5,NA,NA,465.5
"LE07_CU_007013_20100602_20170924_C01_V01_SRB5",510.5,74,49.5,NA,NA,395.5
"LE07_CU_007013_20100602_20170924_C01_V01_SRB7",406,55.6666666666667,42,NA,NA,343
"LE07_CU_007013_20100602_20170924_C01_V01_SRCLOUDQA",40,36,32,0,0,36
"LE07_CU_007013_20100618_20170924_C01_V01_LINEAGEQA",1,1,1,NA,NA,2
"LE07_CU_007013_20100618_20170924_C01_V01_PIXELQA",68,68,68,NA,NA,96
"LE07_CU_007013_20100618_20170924_C01_V01_RADSATQA",0,0,0,NA,NA,0
"LE07_CU_007013_20100618_20170924_C01_V01_SRATMOSOPACITYQA",8,8,8,NA,NA,9
"LE07_CU_007013_20100618_20170924_C01_V01_SRB1",562,228.333333333333,223,NA,NA,434.5
"LE07_CU_007013_20100618_20170924_C01_V01_SRB2",692.5,227,211.5,NA,NA,559.5
"LE07_CU_007013_20100618_20170924_C01_V01_SRB3",593,170,105,NA,NA,445
"LE07_CU_007013_20100618_20170924_C01_V01_SRB4",511,134,122,NA,NA,409
"LE07_CU_007013_20100618_20170924_C01_V01_SRB5",435,87,38.5,NA,NA,331
"LE07_CU_007013_20100618_20170924_C01_V01_SRB7",369.5,55.3333333333333,20.5,NA,NA,254.5
"LE07_CU_007013_20100618_20170924_C01_V01_SRCLOUDQA",36,36,32,0,0,36
"LE07_CU_007013_20100627_20170924_C01_V01_LINEAGEQA",2,NA,NA,2,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_PIXELQA",68,NA,NA,68,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_RADSATQA",0,NA,NA,0,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRATMOSOPACITYQA",8,NA,NA,8,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB1",267,NA,NA,276,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB2",337.5,NA,NA,307.666666666667,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB3",212,NA,NA,211.666666666667,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB4",144,NA,NA,161,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB5",49.5,NA,NA,81.6666666666667,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRB7",31,NA,NA,70.3333333333333,NA,NA
"LE07_CU_007013_20100627_20170924_C01_V01_SRCLOUDQA",36,0,0,40,0,0
"LE07_CU_007013_20100704_20170924_C01_V01_LINEAGEQA",NA,1,1,2,2,2
"LE07_CU_007013_20100704_20170924_C01_V01_PIXELQA",NA,68,68,117.333333333333,68,68
"LE07_CU_007013_20100704_20170924_C01_V01_RADSATQA",NA,0,0,0,0,0
"LE07_CU_007013_20100704_20170924_C01_V01_SRATMOSOPACITYQA",NA,8,8,9,9,9
"LE07_CU_007013_20100704_20170924_C01_V01_SRB1",NA,258.333333333333,542.5,823.333333333333,457,392.5
"LE07_CU_007013_20100704_20170924_C01_V01_SRB2",NA,278,570.5,968.666666666667,564.333333333333,503.5
"LE07_CU_007013_20100704_20170924_C01_V01_SRB3",NA,199,533,945,493,414
"LE07_CU_007013_20100704_20170924_C01_V01_SRB4",NA,182.666666666667,485,835,435,367
"LE07_CU_007013_20100704_20170924_C01_V01_SRB5",NA,103,421,766,349,239.5
"LE07_CU_007013_20100704_20170924_C01_V01_SRB7",NA,56,366,677,250.666666666667,171
"LE07_CU_007013_20100704_20170924_C01_V01_SRCLOUDQA",0,36,40,40,40,40
"LE07_CU_007013_20100713_20170924_C01_V01_LINEAGEQA",2,NA,NA,NA,2,2
"LE07_CU_007013_20100713_20170924_C01_V01_PIXELQA",68,NA,NA,NA,68,68
"LE07_CU_007013_20100713_20170924_C01_V01_RADSATQA",0,NA,NA,NA,0,0
"LE07_CU_007013_20100713_20170924_C01_V01_SRATMOSOPACITYQA",9,NA,NA,NA,8,8
"LE07_CU_007013_20100713_20170924_C01_V01_SRB1",338.5,NA,NA,NA,404.666666666667,403
"LE07_CU_007013_20100713_20170924_C01_V01_SRB2",363,NA,NA,NA,501.666666666667,481.5
"LE07_CU_007013_20100713_20170924_C01_V01_SRB3",233,NA,NA,NA,354.333333333333,335
"LE07_CU_007013_20100713_20170924_C01_V01_SRB4",170,NA,NA,NA,276,277
"LE07_CU_007013_20100713_20170924_C01_V01_SRB5",84,NA,NA,NA,171,149
"LE07_CU_007013_20100713_20170924_C01_V01_SRB7",55,NA,NA,NA,119,100
"LE07_CU_007013_20100713_20170924_C01_V01_SRCLOUDQA",36,0,0,0,40,40
"LE07_CU_007013_20100805_20170924_C01_V01_LINEAGEQA",1,1,1,2,2,NA
"LE07_CU_007013_20100805_20170924_C01_V01_PIXELQA",68,68,68,68,68,NA
"LE07_CU_007013_20100805_20170924_C01_V01_RADSATQA",0,0,0,0,0,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRATMOSOPACITYQA",9,9,8,8,8,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB1",255.5,221.666666666667,205.5,263.333333333333,291,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB2",407.5,201,199.5,371.333333333333,393,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB3",205,111.666666666667,93,236,262.666666666667,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB4",135,110,63,135,195,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB5",63,47.3333333333333,40,77,128.333333333333,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRB7",55.5,36.3333333333333,21,51,104,NA
"LE07_CU_007013_20100805_20170924_C01_V01_SRCLOUDQA",36,36,32,36,40,0
"LE07_CU_007013_20100814_20170924_C01_V01_LINEAGEQA",NA,NA,NA,2,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_PIXELQA",NA,NA,NA,68,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_RADSATQA",NA,NA,NA,0,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,18,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB1",NA,NA,NA,637.666666666667,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB2",NA,NA,NA,701,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB3",NA,NA,NA,626.333333333333,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB4",NA,NA,NA,654,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB5",NA,NA,NA,574.666666666667,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRB7",NA,NA,NA,481.333333333333,NA,NA
"LE07_CU_007013_20100814_20170924_C01_V01_SRCLOUDQA",0,0,0,2,0,0
"LE07_CU_007013_20100915_20170925_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20100915_20170925_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20100915_20170925_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB1",NA,NA,NA,259.666666666667,309,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB2",NA,NA,NA,247,325,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB3",NA,NA,NA,180.333333333333,239,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB4",NA,NA,NA,128.333333333333,272,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB5",NA,NA,NA,85,93,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRB7",NA,NA,NA,65.3333333333333,23,NA
"LE07_CU_007013_20100915_20170925_C01_V01_SRCLOUDQA",0,0,0,37.3333333333333,13.3333333333333,0
"LE07_CU_007013_20101001_20170925_C01_V01_LINEAGEQA",2,NA,NA,2,NA,2
"LE07_CU_007013_20101001_20170925_C01_V01_PIXELQA",68,NA,NA,68,NA,68
"LE07_CU_007013_20101001_20170925_C01_V01_RADSATQA",0,NA,NA,0,NA,0
"LE07_CU_007013_20101001_20170925_C01_V01_SRATMOSOPACITYQA",10,NA,NA,9,NA,9
"LE07_CU_007013_20101001_20170925_C01_V01_SRB1",279.5,NA,NA,299,NA,302.5
"LE07_CU_007013_20101001_20170925_C01_V01_SRB2",264,NA,NA,244,NA,241
"LE07_CU_007013_20101001_20170925_C01_V01_SRB3",183.5,NA,NA,155,NA,172
"LE07_CU_007013_20101001_20170925_C01_V01_SRB4",169,NA,NA,169,NA,168
"LE07_CU_007013_20101001_20170925_C01_V01_SRB5",87.5,NA,NA,100,NA,74
"LE07_CU_007013_20101001_20170925_C01_V01_SRB7",53,NA,NA,79,NA,65.5
"LE07_CU_007013_20101001_20170925_C01_V01_SRCLOUDQA",36,0,0,13.3333333333333,0,32
"LE07_CU_007013_20101008_20170925_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20101008_20170925_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20101008_20170925_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20101008_20170925_C01_V01_SRATMOSOPACITYQA",8,9,9,NA,9,9
"LE07_CU_007013_20101008_20170925_C01_V01_SRB1",168,265.666666666667,281.5,NA,217,179
"LE07_CU_007013_20101008_20170925_C01_V01_SRB2",203,284,306,NA,208,176
"LE07_CU_007013_20101008_20170925_C01_V01_SRB3",143.5,143,130,NA,130.5,141
"LE07_CU_007013_20101008_20170925_C01_V01_SRB4",84,125,83,NA,145.5,104.5
"LE07_CU_007013_20101008_20170925_C01_V01_SRB5",36,49,49,NA,87,74
"LE07_CU_007013_20101008_20170925_C01_V01_SRB7",0,34,38.5,NA,77.5,52
"LE07_CU_007013_20101008_20170925_C01_V01_SRCLOUDQA",32,32,36,0,21.3333333333333,32
"LE07_CU_007013_20101102_20170925_C01_V01_LINEAGEQA",NA,NA,NA,2,2,NA
"LE07_CU_007013_20101102_20170925_C01_V01_PIXELQA",NA,NA,NA,68,68,NA
"LE07_CU_007013_20101102_20170925_C01_V01_RADSATQA",NA,NA,NA,0,0,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRATMOSOPACITYQA",NA,NA,NA,8,8,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB1",NA,NA,NA,224.666666666667,225.666666666667,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB2",NA,NA,NA,177,206,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB3",NA,NA,NA,108.333333333333,158.333333333333,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB4",NA,NA,NA,106.333333333333,169.333333333333,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB5",NA,NA,NA,46.3333333333333,117,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRB7",NA,NA,NA,29,60,NA
"LE07_CU_007013_20101102_20170925_C01_V01_SRCLOUDQA",0,0,0,32,32,0
"LE07_CU_007013_20101109_20170925_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20101109_20170925_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20101109_20170925_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20101109_20170925_C01_V01_SRATMOSOPACITYQA",9,8.66666666666667,8,NA,8,8
"LE07_CU_007013_20101109_20170925_C01_V01_SRB1",467,282,283,NA,212.333333333333,214
"LE07_CU_007013_20101109_20170925_C01_V01_SRB2",767,277,287,NA,232,206
"LE07_CU_007013_20101109_20170925_C01_V01_SRB3",703,156.333333333333,157,NA,172,168.5
"LE07_CU_007013_20101109_20170925_C01_V01_SRB4",170.5,107.666666666667,86,NA,153,120
"LE07_CU_007013_20101109_20170925_C01_V01_SRB5",43.5,48.3333333333333,27,NA,120,58.5
"LE07_CU_007013_20101109_20170925_C01_V01_SRB7",30,20,0,NA,51.3333333333333,62
"LE07_CU_007013_20101109_20170925_C01_V01_SRCLOUDQA",32,33.3333333333333,32,0,32,32
"LE07_CU_007013_20101118_20170925_C01_V01_LINEAGEQA",2,NA,NA,2,2,2
"LE07_CU_007013_20101118_20170925_C01_V01_PIXELQA",68,NA,NA,68,68,68
"LE07_CU_007013_20101118_20170925_C01_V01_RADSATQA",0,NA,NA,0,0,0
"LE07_CU_007013_20101118_20170925_C01_V01_SRATMOSOPACITYQA",9,NA,NA,8,8,8
"LE07_CU_007013_20101118_20170925_C01_V01_SRB1",512,NA,NA,294,335,295.5
"LE07_CU_007013_20101118_20170925_C01_V01_SRB2",758.5,NA,NA,292,286,314.5
"LE07_CU_007013_20101118_20170925_C01_V01_SRB3",591,NA,NA,213.5,197.666666666667,197.5
"LE07_CU_007013_20101118_20170925_C01_V01_SRB4",168,NA,NA,147.5,187.333333333333,146.5
"LE07_CU_007013_20101118_20170925_C01_V01_SRB5",46.5,NA,NA,79,117,95
"LE07_CU_007013_20101118_20170925_C01_V01_SRB7",NA,NA,NA,16.5,99.3333333333333,16.5
"LE07_CU_007013_20101118_20170925_C01_V01_SRCLOUDQA",32,0,0,24,32,32
"LE07_CU_007013_20101125_20170925_C01_V01_LINEAGEQA",1,1,1,2,2,2
"LE07_CU_007013_20101125_20170925_C01_V01_PIXELQA",68,68,68,68,68,68
"LE07_CU_007013_20101125_20170925_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20101125_20170925_C01_V01_SRATMOSOPACITYQA",9,9,9,9,9,9
"LE07_CU_007013_20101125_20170925_C01_V01_SRB1",519.5,304,393,234,273.666666666667,244
"LE07_CU_007013_20101125_20170925_C01_V01_SRB2",805,318.333333333333,400,256.5,273,254
"LE07_CU_007013_20101125_20170925_C01_V01_SRB3",649,181.333333333333,236,146,211,171.5
"LE07_CU_007013_20101125_20170925_C01_V01_SRB4",204,132,132,116.5,181,151
"LE07_CU_007013_20101125_20170925_C01_V01_SRB5",98,99,82,81,131,81
"LE07_CU_007013_20101125_20170925_C01_V01_SRB7",85,79.6666666666667,33.5,NA,102.666666666667,50.5
"LE07_CU_007013_20101125_20170925_C01_V01_SRCLOUDQA",32,32,32,21.3333333333333,32,32
"LE07_CU_007013_20101211_20170925_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRATMOSOPACITYQA",9,9,9,9,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB1",546.5,327.333333333333,332.5,329.666666666667,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB2",826.5,318.333333333333,373,347.666666666667,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB3",618.5,209.666666666667,215,233.666666666667,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB4",291,191,170.5,218.666666666667,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB5",220,158.666666666667,109,169.666666666667,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRB7",135.5,221.666666666667,97.5,141,NA,NA
"LE07_CU_007013_20101211_20170925_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20110112_20170925_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRATMOSOPACITYQA",9,8,9,9,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB1",394,223,252,186,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB2",608,202.666666666667,246,213,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB3",389.5,123.666666666667,142,138.333333333333,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB4",68,81.3333333333333,47,96,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB5",32,34,52,57.6666666666667,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRB7",NA,11.6666666666667,NA,NA,NA,NA
"LE07_CU_007013_20110112_20170925_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20110128_20170925_C01_V01_LINEAGEQA",2,1,1,2,2,2
"LE07_CU_007013_20110128_20170925_C01_V01_PIXELQA",68,68,68,68,68,68
"LE07_CU_007013_20110128_20170925_C01_V01_RADSATQA",0,0,0,0,0,0
"LE07_CU_007013_20110128_20170925_C01_V01_SRATMOSOPACITYQA",9,9,9,9,9,8
"LE07_CU_007013_20110128_20170925_C01_V01_SRB1",391,231,246.5,177.333333333333,181.333333333333,205.5
"LE07_CU_007013_20110128_20170925_C01_V01_SRB2",458,241,257,197.666666666667,204.333333333333,229.5
"LE07_CU_007013_20110128_20170925_C01_V01_SRB3",288,107,112,137.333333333333,187.666666666667,127.5
"LE07_CU_007013_20110128_20170925_C01_V01_SRB4",135,96,96,133,167.666666666667,97
"LE07_CU_007013_20110128_20170925_C01_V01_SRB5",31,30,47,52,96.6666666666667,80
"LE07_CU_007013_20110128_20170925_C01_V01_SRB7",33,33.6666666666667,16.5,11,55.6666666666667,16.5
"LE07_CU_007013_20110128_20170925_C01_V01_SRCLOUDQA",16,32,32,33.3333333333333,32,32
"LE07_CU_007013_20110213_20170925_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRATMOSOPACITYQA",8,9,9,9,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB1",366,298.666666666667,283,154,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB2",536.5,301.666666666667,266,245,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB3",316,139.333333333333,135.5,127,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB4",100,93.3333333333333,114,84,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB5",27,37.6666666666667,42.5,57,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRB7",60,40.6666666666667,60,60,NA,NA
"LE07_CU_007013_20110213_20170925_C01_V01_SRCLOUDQA",32,32,32,10.6666666666667,0,0
"LE07_CU_007013_20110222_20170925_C01_V01_LINEAGEQA",2,NA,NA,2,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_PIXELQA",68,NA,NA,68,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_RADSATQA",0,NA,NA,0,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRATMOSOPACITYQA",9,NA,NA,9,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB1",363,NA,NA,256,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB2",487,NA,NA,234.333333333333,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB3",278,NA,NA,150,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB4",146,NA,NA,99,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB5",55,NA,NA,63.6666666666667,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRB7",28,NA,NA,18.3333333333333,NA,NA
"LE07_CU_007013_20110222_20170925_C01_V01_SRCLOUDQA",16,0,0,32,0,0
"LE07_CU_007013_20110301_20170925_C01_V01_LINEAGEQA",1,1,1,2,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_PIXELQA",68,68,68,68,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_RADSATQA",0,0,0,0,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRATMOSOPACITYQA",9,9,9,9,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB1",283,247.666666666667,247,191.333333333333,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB2",361.5,252,221,216,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB3",202,122.333333333333,111.5,116.666666666667,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB4",87.5,101,101,91,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB5",24,33.3333333333333,38,60,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRB7",27,36.6666666666667,41,27.6666666666667,NA,NA
"LE07_CU_007013_20110301_20170925_C01_V01_SRCLOUDQA",32,32,32,32,0,0
"LE07_CU_007013_20110317_20170925_C01_V01_LINEAGEQA",1,1,1,NA,2,2
"LE07_CU_007013_20110317_20170925_C01_V01_PIXELQA",68,68,68,NA,68,68
"LE07_CU_007013_20110317_20170925_C01_V01_RADSATQA",0,0,0,NA,0,0
"LE07_CU_007013_20110317_20170925_C01_V01_SRATMOSOPACITYQA",9,28,18,NA,8.33333333333333,8
"LE07_CU_007013_20110317_20170925_C01_V01_SRB1",260.5,341.666666666667,288,NA,260.666666666667,233.5
"LE07_CU_007013_20110317_20170925_C01_V01_SRB2",343.5,315.333333333333,287.5,NA,318,242
"LE07_CU_007013_20110317_20170925_C01_V01_SRB3",181,239,200.5,NA,183.333333333333,167.5
"LE07_CU_007013_20110317_20170925_C01_V01_SRB4",121,223,198,NA,200.666666666667,160
"LE07_CU_007013_20110317_20170925_C01_V01_SRB5",22,205.333333333333,135,NA,171,122
"LE07_CU_007013_20110317_20170925_C01_V01_SRB7",50,153.333333333333,127.5,NA,127,63
"LE07_CU_007013_20110317_20170925_C01_V01_SRCLOUDQA",36,36,32,0,29.3333333333333,32
